KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
BATIK NAU,1904,5531,7435
LUNGKANG KULE,848,884,1732
PADANG GUCI HILIR,774,1176,1950
ARGA MAKMUR,10570,9445,20015
NASAL,2242,5688,7930
TANJUNG KEMUNING,2047,3866,5913
PUTRI HIJAU,6189,14071,20260
SEMIDANG GUMAY,1509,1902,3411
SELUMA TIMUR,2398,2652,5050
TANJUNGAGUNG PALIK,1617,2626,4243
AIR PERIUKAN,3396,8103,11499
SELUMA UTARA,3101,2237,5338
PADANG GUCI HULU,1630,1486,3116
KAUR TENGAH,1791,1031,2822
ULU TALO,1116,2004,3120
TALO,3001,2607,5608
SELUMA,2107,2253,4360
LUBUK SANDI,2958,3066,6024
TALO KECIL,1975,2843,4818
MUARA SAHUNG,1405,2251,3656
SELUMA BARAT,1653,3074,4727
MAJE,2040,5192,7232
SELUMA SELATAN,2511,3843,6354
SEMIDANG ALAS,2385,4503,6888
KELAM TENGAH,1477,1930,3407
SUKARAJA,5255,11794,17049
AIR DIKIT,1341,1969,3310
SEMIDANG ALAS MARAS,4585,6452,11037
KAUR UTARA,1593,1757,3350
ILIR TALO,3446,4100,7546
RIMBO PENGADANG,1015,1395,2410
MALIN DEMAN,1470,1569,3039
PENARIK,3657,8469,12126
V KOTO,1560,1682,3242
AIR MAJUNTO,1735,4048,5783
LUBUK PINANG,2938,3605,6543
SUNGAI RUMBAI,1409,2936,4345
PONDOK SUGUH,2448,2910,5358
LEBONG ATAS,1292,3201,4493
AMEN,1926,2189,4115
IPUH,4599,3303,7902
TERAMANG JAYA,2115,3210,5325
AIR RAMI,2532,3746,6278
SELAGAN RAYA,1587,2072,3659
BERMANI ILIR,4707,3749,8456
LEBONG SAKTI,2144,2533,4677
XIV KOTO,2269,3886,6155
PELABAI,1106,1841,2947
TERAS TERUNJAM,1292,2426,3718
KOTA MUKOMUKO,4087,3800,7887
MERIGI,3112,2074,5186
LEBONG SELATAN,2948,4071,7019
TOPOS,2179,1273,3452
BINGIN KUNING,2134,3030,5164
MUARA KEMUMU,7875,4840,12715
LEBONG UTARA,3685,4223,7908
URAM JAYA,1497,1342,2839
UJAN MAS,5854,4247,10101
LEBONG TENGAH,2062,2699,4761
KEBAWETAN,2751,4037,6788
PINANG BELAPIS,947,1572,2519
SEBERANG MUSI,1848,2038,3886
GADING CEMPAKA,11391,9534,20925
SELEBAR,13191,14343,27534
KEPAHIANG,11782,8776,20558
TEBAT KARAI,3908,2894,6802
PONDOK KELAPA,6299,9254,15553
TABA PENANJUNG,3001,3085,6086
BANG HAJI,1321,1839,3160
PONDOK KUBANG,1887,3093,4980
PEMATANG TIGA,1688,2119,3807
KARANG TINGGI,3222,4033,7255
MERIGI KELINDANG,1939,1992,3931
SUNGAI SERUT,5649,5477,11126
MERIGI SAKTI,1680,1577,3257
RATU AGUNG,13362,12179,25541
KAMPUNG MELAYU,5941,10124,16065
RATU SAMBAN,6364,5628,11992
KETAPANG,9411,16970,26381
SINGARAN PATI,9676,10109,19785
MUARA BANGKA HULU,8978,9713,18691
CANDIPURO,10428,17781,28209
PAGAR JATI,2139,1495,3634
TALANG EMPAT,2864,5044,7908
TELUK SEGARA,6580,6028,12608
SIDOMULYO,13677,17155,30832
TANJUNG BINTANG,18312,21523,39835
KATIBUNG,14360,19665,34025
NATAR,47475,48609,96084
KALIANDA,27326,18077,45403
PALAS,11593,18557,30150
TANJUNG SARI,5253,11441,16694
RAJA BASA,6766,5739,12505
KALIREJO,0,0,0
SRAGI,6015,10701,16716
BAKAUHENI,4849,6914,11763
WAY SULAN,5586,5523,11109
JATI AGUNG,23310,39079,62389
PUBIAN,0,0,0
MERBAU MATARAM,11085,15336,26421
KOTA GAJAH,0,0,0
BUMI NABUNG,6403,11524,17927
WAY SEPUTIH,4372,5452,9824
WAY PANJI,3043,6742,9785
WAY PANGUBUAN,0,0,0
BANGUN REJO,13338,17207,30545
SEPUTIH AGUNG,0,0,0
SELAGAI LINGGA,6962,10519,17481
PENENGAHAN,12876,8009,20885
ANAK TUHA,9261,10591,19852
BUMI RATU NUBAN,0,0,0
BEKRI,5992,7848,13840
SENDANG AGUNG,7971,11593,19564
BANDAR MATARAM,0,0,0
TRIMURJO,14700,15086,29786
PUTRA RUMBIA,2984,7564,10548
TERUSAN NUNYAI,16298,8448,24746
BANDAR SURABAYA,0,0,0
ANAK RATU AJI,4765,4801,9566
SEPUTIH SURABAYA,0,0,0
PUNGGUR,10383,10495,20878
TERBANGGI BESAR,30702,28699,59401
SEPUTIH RAMAN,11382,15761,27143
PADANG RATU,11954,14615,26569
BUKIT KEMUNING,12022,8881,20903
SUNGKAI BARAT,3889,1979,5868
GUNUNG SUGIH,21134,15244,36378
SEPUTIH BANYAK,10431,15373,25804
SUNGKAI TENGAH,3722,4817,8539
BUNGA MAYANG,9289,9801,19090
RUMBIA,0,0,0
ABUNG SURAKARTA,7638,7672,15310
MUARA SUNGKAI,4600,3659,8259
SEPUTIH MATARAM,0,0,0
SUNGKAI JAYA,2863,1477,4340
ABUNG TENGAH,4872,4274,9146
ABUNG BARAT,6751,3720,10471
ABUNG SELATAN,13790,12211,26001
HULU SUNGKAI,4298,3246,7544
ABUNG TIMUR,10640,9879,20519
ABUNG KUNANG,3602,1725,5327
KOTABUMI SELATAN,23409,10075,33484
ABUNG TINGGI,6167,2888,9055
KOTABUMI UTARA,8436,9019,17455
BANGKUNAT BELIMBING,6748,7624,14372
SUNGKAI SELATAN,7158,4587,11745
ABUNG PEKURUN,3630,2241,5871
TANJUNG RAJA,10734,6405,17139
AIR HITAM,1855,5112,6967
LUMBOK SEMINUNG,1344,2767,4111
ABUNG SEMULI,6774,6828,13602
SUNGKAI UTARA,9410,8598,18008
KEBUN TEBU,3788,6998,10786
KOTABUMI,17105,9815,26920
KRUI SELATAN,1876,2190,4066
BANDAR NEGERI SUOH,3554,12461,16015
PESISIR SELATAN,4192,7113,11305
NGAMBUR,2966,6534,9500
BALIK BUKIT,9850,9071,18921
PESISIR UTARA,2334,1998,4332
PESISIR TENGAH,4901,3958,8859
WAY TENONG,8031,7973,16004
BLAMBANGAN PAGAR,5002,5087,10089
BELALAU,3214,4594,7808
KARYA PENGGAWA,2485,3268,5753
GEDUNG SURIAN,3284,6243,9527
BENGKUNAT,1693,2637,4330
PAGAR DEWA,4442,7097,11539
WAY KRUI,2098,2040,4138
SUOH,2539,8688,11227
BATU BRAK,4509,3365,7874
GEDUNG AJI BARU,5159,5937,11096
SUKAU,5589,6182,11771
LEMONG,2804,4201,7005
BANJAR BARU,4256,3655,7911
PENAWAR AJI,2945,6682,9627
SUMBER JAYA,5894,6786,12680
BATU KETULIS,3145,4511,7656
RAWA JITU SELATAN,7308,8111,15419
MENGGALA,13801,8094,21895
DENTE TELADAS,11203,16059,27262
PULAUPISANG,420,483,903
SEKINCAU,4000,6367,10367
KOTA AGUNG BARAT,7870,2479,10349
RAWA PITU,3671,5030,8701
BANJAR MARGO,6913,11789,18702
BANDAR NEGERI SEMUONG,4143,2959,7102
MERAKSA AJI,2683,4573,7256
KOTA AGUNG TIMUR,5999,3851,9850
GEDUNG MENENG,12145,8936,21081
MENGGALA TIMUR,4136,4044,8180
LIMAU,5774,5649,11423
GEDUNG AJI,2963,4177,7140
RAWA JITU TIMUR,3723,3535,7258
PENAWAR TAMA,5193,10065,15258
GISTING,11552,10386,21938
BANJAR AGUNG,9065,11866,20931
KOTA AGUNG,13219,8682,21901
ULU BELU,8822,15824,24646
KLUMBAYAN,3312,3053,6365
KLUMBAYAN BARAT,2504,4011,6515
AIR NANINGAN,6446,9399,15845
BULOK,5741,5552,11293
PEMATANG SAWA,4187,5017,9204
BUMI AGUNG,4028,6537,10565
PUGUNG,17210,12849,30059
SUKADANA,16048,20971,37019
GUNUNG ALIP,7502,2452,9954
TALANG PADANG,15246,8169,23415
WAWAY KARYA,7262,11813,19075
CUKUH BALAK,6671,5921,12592
GUNUNG PELINDUNG,5656,4853,10509
PASIR SAKTI,7267,11532,18799
LABUHAN RATU,9509,14686,24195
WONOSOBO,9505,8407,17912
WAY BUNGUR,6184,6650,12834
SEMAKA,9700,10814,20514
SUMBER REJO,7162,11835,18997
BRAJA SELEBAH,4243,7450,11693
PULAU PANGGUNG,10590,8366,18956
RAMAN UTARA,8379,13592,21971
MELINTING,7092,6258,13350
MARGA TIGA,9349,15063,24412
BANDAR SRIBHAWONO,8520,16946,25466
PURBOLINGGO,11947,12203,24150
METRO KIBANG,3696,8757,12453
JABUNG,14974,11938,26912
MATARAM BARU,7243,6867,14110
SEKAMPUNG,13038,22103,35141
BATANGHARI NUBAN,13191,11497,24688
LABUHAN MARINGGAI,15344,17773,33117
WAY JEPARA,11540,16469,28009
REBANG TANGKAS,4776,6773,11549
PEKALONGAN,12982,14914,27896
PAKUAN RATU,8196,15577,23773
MARGA SEKAMPUNG,5634,9094,14728
SEKAMPUNG UDIK,12570,25441,38011
BATANGHARI,14832,17860,32692
WAY TUBA,6969,5816,12785
NEGERI AGUNG,8245,12719,20964
BUAY BAHUGA,6544,4884,11428
NEGERI BESAR,3560,7351,10911
BUMI AGUNG,7544,7178,14722
PUNDUH PIDADA,3152,4742,7894
BLAMBANGAN UMPU,15627,17377,33004
NEGARA BATIN,6849,12418,19267
BANJIT,10766,14072,24838
KASUI,8025,8924,16949
BARADATU,10836,10975,21811
GUNUNG LABUHAN,7220,7314,14534
PAGELARAN,14214,12974,27188
KEDONDONG,9382,8520,17902
MARGA PUNDUH,3949,4188,8137
BAHUGA,2582,3552,6134
TEGINENENG,12054,18464,30518
PARDASUKA,9227,9407,18634
GADING REJO,21132,21505,42637
AMBARAWA,8945,10042,18987
WAY LIMA,12499,8331,20830
NEGERI KATON,16088,19953,36041
SUKOHARJO,12013,12248,24261
GEDONG TATAAN,29078,23615,52693
PADANG CERMIN,18576,29941,48517
BANYUMAS,5070,5724,10794
ADILUWIH,8304,10223,18527
WAY KHILAU,8782,5561,14343
SIMPANG PEMATANG,8152,5796,13948
MESUJI TIMUR,6093,11419,17512
MESUJI,3073,6557,9630
PANCA JAYA,3828,5505,9333
PAGAR DEWA,1567,1846,3413
TANJUNG RAYA,9256,11694,20950
PRINGSEWU,20392,23527,43919
WAY KENANGA,3948,7789,11737
LABUHAN RATU,12448,9195,21643
TULANG BAWANG TENGAH,23535,22445,45980
RAWA JITU UTARA,6025,7080,13105
GUNUNG TERANG,6907,11290,18197
GUNUNG AGUNG,6252,11866,18118
WAY SERDANG,8697,14530,23227
RAJABASA,12873,8524,21397
ENGGAL,7080,6082,13162
PAGELARAN UTARA,3380,4025,7405
TUMIJAJAR,12035,12019,24054
TULANG BAWANG UDIK,9087,8880,17967
SUKARAME,16429,13325,29754
KEDATON,13389,11950,25339
LAMBU KIBANG,5716,7496,13212
TANJUNG SENANG,12387,11279,23666
BUMI WARAS,9732,17938,27670
TANJUNGKARANG PUSAT,13571,11046,24617
LANGKAPURA,10345,6788,17133
TELUKBETUNG TIMUR,8894,11855,20749
KEMILING,20159,13893,34052
SUKABUMI,14930,13529,28459
TELUKBETUNG SELATAN,8678,11231,19909
METRO BARAT,7103,7004,14107
TANJUNGKARANG TIMUR,9096,9084,18180
KEDAMAIAN,11341,13007,24348
WAY HALIM,14706,16777,31483
PANJANG,13157,21583,34740
PUDING BESAR,0,0,0
PEMALI,0,0,0
TANJUNGKARANG BARAT,15070,12050,27120
BAKAM,0,0,0
METRO UTARA,6733,7972,14705
TELUKBETUNG BARAT,7144,8133,15277
MENDO BARAT,0,0,0
METRO PUSAT,13634,12560,26194
TELUKBETUNG UTARA,12096,13208,25304
LEPAR PONGOK,1035,2578,3613
AIR GEGAS,4937,10700,15637
METRO TIMUR,10099,9804,19903
TANJUNG PANDAN,0,0,0
MEMBALONG,0,0,0
RIAU SILIP,0,0,0
BADAU,0,0,0
TOBOALI,9492,20385,29877
METRO SELATAN,4363,4502,8865
BELINYU,0,0,0
SUNGAILIAT,0,0,0
MERAWANG,0,0,0
SUNGAI SELAN,3811,10194,14005
SELAT NASIK,0,0,0
SIJUK,0,0,0
PANGKALAN BARU,4402,13618,18020
SIMPANG KATIS,3609,5884,9493
KOBA,5218,10397,15615
KEPULAUAN PONGOK,432,1771,2203
PAYUNG,3945,5554,9499
SIMPANG RIMBA,2378,7674,10052
LUBUK BESAR,2621,8581,11202
MUNTOK,6764,15251,22015
SIMPANG TERITIP,3094,9840,12934
JEBUS,2873,6781,9654
KELAPA,3832,11573,15405
DENDANG,1524,3909,5433
NAMANG,2417,4033,6450
PULAUBESAR,1102,3247,4349
TUKAK SADAI,1253,4326,5579
MANGGAR,5785,12291,18076
RANGKUI,6481,9323,15804
GANTUNG,3460,9386,12846
PANGKAL BALAM,3542,5719,9261
GUNUNG KIJANG,2001,4687,6688
TEMPILANG,3330,9069,12399
PARITTIGA,2588,12202,14790
SIMPANG RENGGIANG,1199,3025,4224
DAMAR,1879,4620,6499
BINTAN UTARA,4073,5479,9552
BUKITINTAN,4901,10417,15318
MANTANG,944,1081,2025
BINTAN PESISIR,1111,2668,3779
KELAPA KAMPIT,3709,6222,9931
TAMAN SARI,4880,4680,9560
UNGAR,753,1828,2581
TELUK BINTAN,2081,3394,5475
GERUNGGANG,8347,6642,14989
SIMPANG PESAK,986,3364,4350
GABEK,5096,6291,11387
GIRIMAYA,2556,6631,9187
KUNDUR,3604,9532,13136
TEBING,4654,6377,11031
BINTAN TIMUR,8196,11772,19968
TELOK SEBONG,2606,4966,7572
MERAL BARAT,2673,3130,5803
TAMBELAN,945,1370,2315
TOAPAYA,1985,4026,6011
SERI KUALA LOBAM,3175,4220,7395
BUNGURAN SELATAN,403,940,1343
SUBI,358,964,1322
MORO,2902,6257,9159
MERAL,6103,10932,17035
KUNDUR BARAT,2488,6027,8515
KARIMUN,7212,11466,18678
PULAU TIGA,620,1661,2281
DURAI,1184,1655,2839
LINGGA,1868,3880,5748
SERASAN,824,1427,2251
BUNGURAN UTARA,445,1390,1835
BELAT,833,2161,2994
LINGGA UTARA,1757,3567,5324
SERASAN TIMUR,582,787,1369
BURU,1801,2289,4090
PULAU LAUT,162,843,1005
KUNDUR UTARA,1636,3855,5491
BUNGURAN TIMUR LAUT,717,1542,2259
JEMAJA TIMUR,299,879,1178
MIDAI,684,1734,2418
BUNGURAN TENGAH,519,1160,1679
SIANTAN SELATAN,493,1384,1877
SELAYAR,523,1168,1691
JEMAJA,813,2073,2886
SINGKEP PESISIR,636,1643,2279
SINGKEP,4141,7582,11723
BUNGURAN TIMUR,3447,6025,9472
SIANTAN,1505,3738,5243
GALANG,3555,4248,7803
SENAYANG,2671,7350,10021
SAGULUNG,33442,41770,75212
BUNGURAN BARAT,1195,3899,5094
SEI BEDUK,16320,21476,37796
SINGKEP BARAT,1711,6401,8112
SIANTAN TIMUR,407,1509,1916
BELAKANG PADANG,5232,4839,10071
BENGKONG,22084,24017,46101
LUBUK BAJA,11558,25337,36895
TANJUNG PINANG BARAT,9135,14998,24133
LINGGA TIMUR,711,1352,2063
PALMATAK,1582,4248,5830
BATAM KOTA,31612,45129,76741
SIANTAN TENGAH,369,1314,1683
BATU AMPAR,11830,15001,26831
MENTENG,24676,22392,47068
SEKUPANG,26582,24665,51247
KEPULAUAN SERIBU UTARA,4684,4977,9661
NONGSA,13019,13796,26815
BUKIT BESTARI,10354,15397,25751
BATU AJI,24713,33715,58428
TANJUNG PINANG TIMUR,15927,17881,33808
SAWAH BESAR,20833,46016,66849
BULANG,2299,3173,5472
TANJUNG PINANG KOTA,2848,6745,9593
KOJA,76160,79492,155652
KEMAYORAN,57222,70723,127945
CENGKARENG,93992,169742,263734
PADEMANGAN,25556,56042,81598
GAMBIR,20496,30787,51283
KEPULAUAN SERIBU SELATAN,2222,3112,5334
CEMPAKA PUTIH,26630,26216,52846
PAL MERAH,56840,56627,113467
SENEN,31210,33278,64488
TEBET,73056,56072,129128
TAMBORA,47244,87464,134708
PENJARINGAN,43759,114244,158003
TANJUNG PRIOK,81605,119515,201120
TAMAN SARI,22009,46806,68815
TANAH ABANG,44003,42600,86603
JOHAR BARU,33646,36654,70300
PASAR MINGGU,85216,78402,163618
KEBON JERUK,81193,94976,176169
KEBAYORAN BARU,37528,46443,83971
CILANDAK,53703,59416,113119
CILINCING,93382,93794,187176
KELAPA GADING,22434,54308,76742
MAMPANG PRAPATAN,46816,37005,83821
GROGOL PETAMBURAN,34891,89315,124206
JATINEGARA,91053,82591,173644
JAGAKARSA,93772,74947,168719
PESANGGRAHAN,60660,62202,122862
PULOGADUNG,74138,81732,155870
CIRACAS,78752,69201,147953
SETIABUDI,32339,32354,64693
KALIDERES,82413,117760,200173
CAKUNG,140363,112921,253284
KEMBANGAN,61233,79413,140646
MAKASAR,56742,51362,108104
DUREN SAWIT,117132,105800,222932
CIBINONG,107445,58743,166188
PASAR REBO,61182,45274,106456
CIJERUK,25985,11818,37803
CIPAYUNG,72928,56525,129453
CISARUA,44885,17662,62547
MEGAMENDUNG,36197,15185,51382
KRAMATJATI,84430,65653,150083
MATRAMAN,51239,45677,96916
LEUWISADENG,24764,9906,34670
CARINGIN,43721,15682,59403
PANCORAN,53147,36630,89777
KEBAYORAN LAMA,76241,84957,161198
TENJO,18445,12889,31334
PARUNG PANJANG,29093,26034,55127
NANGGUNG,27599,16992,44591
CISEENG,31951,21509,53460
CIGUDEG,33298,21573,54871
RANCA BUNGUR,17186,11940,29126
TAJURHALANG,31562,21230,52792
CIGOMBONG,31090,13430,44520
CIAWI,38803,15353,54156
CIOMAS,53243,27936,81179
CILEUNGSI,83013,39646,122659
JONGGOL,54417,16908,71325
TAMANSARI,31331,20948,52279
SUKAMAKMUR,28131,10448,38579
KLAPANUNGGAL,43103,11655,54758
GUNUNG PUTRI,96077,45519,141596
TANJUNGSARI,22245,7669,29914
DRAMAGA,33786,23243,57029
PAMIJAHAN,44937,22589,67526
GUNUNG SINDUR,30396,24732,55128
KEMANG,29337,21546,50883
CIBUNGBULANG,43046,24243,67289
SUKAJAYA,23045,11893,34938
CARIU,23549,6800,30349
KEBON PEDES,12296,3605,15901
CIAMBAR,14021,4480,18501
CICANTAYAN,22413,6537,28950
SUKARAJA,61972,28474,90446
CITEUREUP,70371,28569,98940
SUKARAJA,29368,11969,41337
TENJOLAYA,18412,11081,29493
CISAAT,49493,13342,62835
JASINGA,28354,16557,44911
PABUARAN,13497,5910,19407
PARUNG,38083,24181,62264
CIMANGGU,7518,2940,10458
GUNUNG GURUH,16696,10206,26902
BABAKAN MADANG,39316,12789,52105
BOJONG GEDE,72754,48959,121713
KADUDAMPIT,23036,4405,27441
CIAMPEA,47438,32069,79507
SUKABUMI,19933,6929,26862
RUMPIN,37497,26711,64208
LEUWILIANG,40257,17777,58034
CIREUNGHAS,11934,3966,15900
SUKALARANG,10061,7749,17810
KALIBUNDER,9238,3862,13100
CARINGIN,17089,4643,21732
TEGALBULEUD,10384,8152,18536
CIRACAP,12743,12957,25700
JAMPANG TENGAH,21654,12415,34069
GEGER BITUNG,13345,6643,19988
CIBITUNG,7843,4725,12568
CIDOLOG,5690,4355,10045
CIDADAP,5974,4702,10676
CURUG KEMBAR,8977,6652,15629
NYALINDUNG,17027,8251,25278
CIKEMBAR,30001,14115,44116
WARUNG KIARA,19109,9274,28383
SAGARANTEN,16677,9050,25727
CIKIDANG,16104,9787,25891
PARUNG KUDA,25828,9301,35129
SURADE,22275,13833,36108
CIEMAS,13933,10864,24797
PURABAYA,12734,7994,20728
CIDAHU,23638,6806,30444
LENGKONG,8482,4949,13431
SIMPENAN,16730,9556,26286
CISOLOK,17889,14646,32535
BOJONG GENTENG,14540,3557,18097
BANTAR GADUNG,10444,5410,15854
CICURUG,44985,19284,64269
TANGGEUNG,13459,8823,22282
PARAKAN SALAK,16409,4586,20995
NAGRAK,27516,15483,42999
CIKAKAK,10342,7104,17446
CIBADAK,38418,16815,55233
JAMPANG KULON,14634,6655,21289
CIBINONG,15048,15197,30245
KABANDUNGAN,11733,5710,17443
KALAPA NUNGGAL,17602,4919,22521
WALURAN,8082,5091,13173
CIPANAS,30883,20033,50916
CIKADU,7121,9959,17080
PAGELARAN,21456,13752,35208
HAURWANGI,16611,11790,28401
PELABUHAN RATU,31467,18743,50210
CIANJUR,53353,32961,86314
CIDAUN,13558,17069,30627
LELES,11169,6663,17832
WARUNGKONDANG,21282,11044,32326
TAKOKAK,11551,13525,25076
AGRABINTA,9703,9297,19000
CAMPAKAMULYA,7441,4714,12155
NARINGGUL,9805,12395,22200
GEKBRONG,13597,9585,23182
KADUPANDAK,11380,11873,23253
SINDANGBARANG,12606,13112,25718
CILAKU,30811,17588,48399
SUKALUYU,21137,13150,34287
PASIRKUDA,10868,7376,18244
SUKARESMI,23812,14344,38156
SUKANAGARA,14793,10014,24807
CIBEBER,38806,19237,58043
CIJATI,8011,7515,15526
CIRANJANG,22548,16298,38846
KERTASARI,30452,9076,39528
KARANGTENGAH,46088,21769,67857
PASEH,35816,31428,67244
BALEENDAH,82926,41624,124550
CIPARAY,62511,24786,87297
IBUN,22914,22882,45796
MAJALAYA,53547,34445,87992
CILEUNYI,59862,27140,87002
PACET,35103,18341,53444
MANDE,20692,13211,33903
CIKALONGKULON,28477,16459,44936
SOREANG,39922,21431,61353
SOLOKANJERUK,28651,18712,47363
PACET,27971,18529,46500
BOJONGPICUNG,22425,13512,35937
MARGAHAYU,35764,28405,64169
CIMENYAN,33979,26828,60807
CUGENANG,27871,20606,48477
CAMPAKA,19389,11422,30811
PASIRJAMBU,27468,19645,47113
MARGAASIH,42175,32381,74556
DAYEUHKOLOT,37072,21079,58151
CICALENGKA,44238,16492,60730
CANGKUANG,23589,16224,39813
RANCAEKEK,69199,22799,91998
RANCABALI,16601,11857,28458
KATAPANG,35809,25306,61115
ARJASARI,34134,16384,50518
PAMEUNGPEUK,30339,11092,41431
CIWIDEY,25975,18848,44823
CIKANCUNG,28918,14776,43694
NAGREG,17994,9503,27497
CILENGKRANG,17007,9743,26750
BOJONGSOANG,38930,17308,56238
PAMEUNGPEUK,16415,4952,21367
PANGALENGAN,56347,25684,82031
KUTAWARINGIN,34797,18895,53692
CIBALONG,12961,9929,22890
MEKARMUKTI,4901,3469,8370
SINGAJAYA,14071,6259,20330
BANJARAN,44649,22642,67291
CIKELET,14860,5883,20743
CIMAUNG,24421,19288,43709
SUCINARAJA,9707,4407,14114
CISEWU,13258,6407,19665
PEUNDEUY,7306,2360,9666
PAMULIHAN,6468,2753,9221
TALEGONG,9988,6735,16723
PANGATIKAN,13844,3388,17232
BANYURESMI,32595,9763,42358
CISOMPET,15431,10583,26014
PAKENJENG,22614,9327,31941
CARINGIN,9271,6273,15544
BUNGBULANG,19611,9770,29381
CIHURIP,5364,3368,8732
BANJARWANGI,18282,7485,25767
SELAAWI,13690,6021,19711
SAMARANG,27174,9363,36537
CIBIUK,9768,3975,13743
TAROGONG KALER,34797,13985,48782
KARANGTENGAH,5092,2056,7148
LELES,26191,13945,40136
BAYONGBONG,32872,13104,45976
CIBATU,25295,8170,33465
CIKAJANG,29211,11156,40367
TAROGONG KIDUL,43410,15069,58479
PASIRWANGI,25155,8343,33498
SUKARESMI,13396,4486,17882
KERSAMANAH,13528,4000,17528
MALANGBONG,40140,14810,54950
GUNUNG TANJUNG,11912,3273,15185
LEUWIGOONG,14634,6402,21036
WANARAJA,16373,6532,22905
KARANGPAWITAN,46147,17689,63836
GARUT KOTA,46288,24890,71178
SUKAWENING,18554,5816,24370
SARIWANGI,12961,3259,16220
SINGAPARNA,24243,11663,35906
SUKAHENING,9122,6232,15354
LEUWISARI,13799,5599,19398
CIGEDUG,12059,5757,17816
KADUNGORA,31164,14989,46153
MANONJAYA,25975,8483,34458
CILAWU,38972,15508,54480
RAJAPOLAH,17618,6936,24554
CIPATUJAH,19862,15457,35319
CISURUPAN,29731,17503,47234
PADAKEMBANG,13269,6229,19498
JAMANIS,12367,4476,16843
SUKARAME,15518,4767,20285
KADIPATEN,13792,3098,16890
CIGALONTANG,27924,9978,37902
PARUNGPONTENG,15518,3423,18941
KARANG JAYA,4317,3356,7673
JATIWARAS,18085,6046,24131
SUKARATU,16205,7228,23433
CIAWI,20339,10823,31162
PAGERAGEUNG,21939,6145,28084
CIBALONG,12418,6320,18738
SODONGHILIR,27537,5986,33523
MANGUNREJA,14149,5986,20135
PANCA TENGAH,18620,5382,24002
PUSPAHIANG,9132,9192,18324
TANJUNGJAYA,17264,5271,22535
CISAYONG,18425,11092,29517
BOJONGASIH,7889,2490,10379
CIKALONG,23505,10269,33774
KARANGNUNGGAL,28840,15904,44744
TARAJU,12523,7120,19643
CIKATOMAS,19550,7739,27289
SUKARAJA,19855,7461,27316
CINEAM,12674,7706,20380
BOJONGGAMBIR,14580,5705,20285
SALOPA,15122,7686,22808
PADAHERANG,15464,20394,35858
KALIPUCANG,9417,11748,21165
CULAMEGA,9884,2500,12384
BANTARKALONG,14565,4525,19090
BAREGBEG,14128,10411,24539
CIAMIS,37756,19860,57616
